district_en,district_th,amphure_en,amphure_th,province_en,province_th,zipcode,province_code,district_code,amphure_code,geo_code
Khlong Toei Nua,คลองเตยเหนือ,Khet Khlong Toei,เขตคลองเตย,Bangkok,กรุงเทพมหานคร,10110,10,103304,1033,2
Khlong Tan Nua,คลองตันเหนือ,Khet Khlong Toei,เขตคลองเตย,Bangkok,กรุงเทพมหานคร,10110,10,103305,1033,2
Phra Khanong Nua,พระโขนงเหนือ,Khet Khlong Toei,เขตคลองเตย,Bangkok,กรุงเทพมหานคร,10110,10,103306,1033,2
Suan Luang,สวนหลวง,Khet Suan Luang,เขตสวนหลวง,Bangkok,กรุงเทพมหานคร,10250,10,103401,1034,2
Bang Khun Thian,บางขุนเทียน,Khet Chom Thong,เขตจอมทอง,Bangkok,กรุงเทพมหานคร,10150,10,103501,1035,2
Bang Kho,บางค้อ,Khet Chom Thong,เขตจอมทอง,Bangkok,กรุงเทพมหานคร,10150,10,103502,1035,2
Bang Mot,บางมด,Khet Chom Thong,เขตจอมทอง,Bangkok,กรุงเทพมหานคร,10150,10,103503,1035,2
Chom Thong,จอมทอง,Khet Chom Thong,เขตจอมทอง,Bangkok,กรุงเทพมหานคร,10150,10,103504,1035,2
Bang Khen Market*,ตลาดบางเขน*,Khet Don Mueang,เขตดอนเมือง,Bangkok,กรุงเทพมหานคร,0,10,103601,1036,2
Si Kan,สีกัน,Khet Don Mueang,เขตดอนเมือง,Bangkok,กรุงเทพมหานคร,10210,10,103602,1036,2
Thung Song Hong *,ทุ่งสองห้อง*,Khet Don Mueang,เขตดอนเมือง,Bangkok,กรุงเทพมหานคร,0,10,103603,1036,2
Thung Phaya Thai,ทุ่งพญาไท,Khet Ratchathewi,เขตราชเทวี,Bangkok,กรุงเทพมหานคร,10400,10,103701,1037,2
Thanon Phaya Thai,ถนนพญาไท,Khet Ratchathewi,เขตราชเทวี,Bangkok,กรุงเทพมหานคร,10400,10,103702,1037,2
Thanon Phetchaburi,ถนนเพชรบุรี,Khet Ratchathewi,เขตราชเทวี,Bangkok,กรุงเทพมหานคร,10400,10,103703,1037,2
Makkasan,มักกะสัน,Khet Ratchathewi,เขตราชเทวี,Bangkok,กรุงเทพมหานคร,10400,10,103704,1037,2
Lat Phrao,ลาดพร้าว,Khet Lat Phrao,เขตลาดพร้าว,Bangkok,กรุงเทพมหานคร,10230,10,103801,1038,2
Chorakhe Bua,จรเข้บัว,Khet Lat Phrao,เขตลาดพร้าว,Bangkok,กรุงเทพมหานคร,10230,10,103802,1038,2
Khlong Toei Nuea,คลองเตยเหนือ,Khet Watthana,เขตวัฒนา,Bangkok,กรุงเทพมหานคร,10110,10,103901,1039,2
Khlong Tan Nuea,คลองตันเหนือ,Khet Watthana,เขตวัฒนา,Bangkok,กรุงเทพมหานคร,10110,10,103902,1039,2
Phra Khanong Nuea,พระโขนงเหนือ,Khet Watthana,เขตวัฒนา,Bangkok,กรุงเทพมหานคร,10110,10,103903,1039,2
Bang Khae,บางแค,Khet Bang Khae,เขตบางแค,Bangkok,กรุงเทพมหานคร,10160,10,104001,1040,2
Bang Khae Nuea,บางแคเหนือ,Khet Bang Khae,เขตบางแค,Bangkok,กรุงเทพมหานคร,10160,10,104002,1040,2
Bang Phai,บางไผ่,Khet Bang Khae,เขตบางแค,Bangkok,กรุงเทพมหานคร,10160,10,104003,1040,2
Lak Song,หลักสอง,Khet Bang Khae,เขตบางแค,Bangkok,กรุงเทพมหานคร,10160,10,104004,1040,2
Thung Song Hong,ทุ่งสองห้อง,Khet Lak Si,เขตหลักสี่,Bangkok,กรุงเทพมหานคร,10210,10,104101,1041,2
Talat Bang Khen,ตลาดบางเขน,Khet Lak Si,เขตหลักสี่,Bangkok,กรุงเทพมหานคร,10210,10,104102,1041,2
Sai Mai,สายไหม,Khet Sai Mai,เขตสายไหม,Bangkok,กรุงเทพมหานคร,10220,10,104201,1042,2
O Ngoen,ออเงิน,Khet Sai Mai,เขตสายไหม,Bangkok,กรุงเทพมหานคร,10220,10,104202,1042,2
Khlong Thanon,คลองถนน,Khet Sai Mai,เขตสายไหม,Bangkok,กรุงเทพมหานคร,10220,10,104203,1042,2
Khan Na Yao,คันนายาว,Khet Khan Na Yao,เขตคันนายาว,Bangkok,กรุงเทพมหานคร,10230,10,104301,1043,2
Sapan Sung,สะพานสูง,Khet Saphan Sung,เขตสะพานสูง,Bangkok,กรุงเทพมหานคร,10240,10,104401,1044,2
Wang Thonglang,วังทองหลาง,Khet Wang Thonglang,เขตวังทองหลาง,Bangkok,กรุงเทพมหานคร,10310,10,104501,1045,2
Sam Wa Tawantok,สามวาตะวันตก,Khet Khlong Sam Wa,เขตคลองสามวา,Bangkok,กรุงเทพมหานคร,10510,10,104601,1046,2
Sam Wa Tawan-ok,สามวาตะวันออก,Khet Khlong Sam Wa,เขตคลองสามวา,Bangkok,กรุงเทพมหานคร,10510,10,104602,1046,2
Bang Chan,บางชัน,Khet Khlong Sam Wa,เขตคลองสามวา,Bangkok,กรุงเทพมหานคร,10510,10,104603,1046,2
Sai Kong Din,ทรายกองดิน,Khet Khlong Sam Wa,เขตคลองสามวา,Bangkok,กรุงเทพมหานคร,10510,10,104604,1046,2
Sai Kong Din Tai,ทรายกองดินใต้,Khet Khlong Sam Wa,เขตคลองสามวา,Bangkok,กรุงเทพมหานคร,10510,10,104605,1046,2
Bang Na,บางนา,Khet Bang Na,เขตบางนา,Bangkok,กรุงเทพมหานคร,10260,10,104701,1047,2
Thawi Watthana,ทวีวัฒนา,Khet Thawi Watthana,เขตทวีวัฒนา,Bangkok,กรุงเทพมหานคร,10170,10,104801,1048,2
Sala Thammasop,ศาลาธรรมสพน์,Khet Thawi Watthana,เขตทวีวัฒนา,Bangkok,กรุงเทพมหานคร,10170,10,104802,1048,2
Bang Mot,บางมด,Khet Thung Khru,เขตทุ่งครุ,Bangkok,กรุงเทพมหานคร,10140,10,104901,1049,2
Thung Khru,ทุ่งครุ,Khet Thung Khru,เขตทุ่งครุ,Bangkok,กรุงเทพมหานคร,10140,10,104902,1049,2
Bang Bon,บางบอน,Khet Bang Bon,เขตบางบอน,Bangkok,กรุงเทพมหานคร,10150,10,105001,1050,2
Pak Nam,ปากน้ำ,Mueang Samut Prakan,เมืองสมุทรปราการ,Samut Prakan,สมุทรปราการ,10270,11,110101,1101,2
Samrong Nuea,สำโรงเหนือ,Mueang Samut Prakan,เมืองสมุทรปราการ,Samut Prakan,สมุทรปราการ,10270,11,110102,1101,2
Bang Mueang,บางเมือง,Mueang Samut Prakan,เมืองสมุทรปราการ,Samut Prakan,สมุทรปราการ,10270,11,110103,1101,2
Thai Ban,ท้ายบ้าน,Mueang Samut Prakan,เมืองสมุทรปราการ,Samut Prakan,สมุทรปราการ,10280,11,110104,1101,2
*Na Klua,*นาเกลือ,Mueang Samut Prakan,เมืองสมุทรปราการ,Samut Prakan,สมุทรปราการ,0,11,110105,1101,2
*Laem Khapa,*แหลมฟ้าผ่า,Mueang Samut Prakan,เมืองสมุทรปราการ,Samut Prakan,สมุทรปราการ,0,11,110106,1101,2
*Nai Klong Pla Kod,*ในคลองบางปลากด,Mueang Samut Prakan,เมืองสมุทรปราการ,Samut Prakan,สมุทรปราการ,0,11,110107,1101,2
Bang Pu Mai,บางปูใหม่,Mueang Samut Prakan,เมืองสมุทรปราการ,Samut Prakan,สมุทรปราการ,10280,11,110108,1101,2
*Pak Klong Pa Kod,*ปากคลองบางปลากด,Mueang Samut Prakan,เมืองสมุทรปราการ,Samut Prakan,สมุทรปราการ,0,11,110109,1101,2
Phraek Sa,แพรกษา,Mueang Samut Prakan,เมืองสมุทรปราการ,Samut Prakan,สมุทรปราการ,10280,11,110110,1101,2
Bang Prong,บางโปรง,Mueang Samut Prakan,เมืองสมุทรปราการ,Samut Prakan,สมุทรปราการ,10270,11,110111,1101,2
Bang Pu,บางปู,Mueang Samut Prakan,เมืองสมุทรปราการ,Samut Prakan,สมุทรปราการ,10270,11,110112,1101,2
Bang Duan,บางด้วน,Mueang Samut Prakan,เมืองสมุทรปราการ,Samut Prakan,สมุทรปราการ,10270,11,110113,1101,2
Bang Mueang Mai,บางเมืองใหม่,Mueang Samut Prakan,เมืองสมุทรปราการ,Samut Prakan,สมุทรปราการ,10270,11,110114,1101,2
Thepharak,เทพารักษ์,Mueang Samut Prakan,เมืองสมุทรปราการ,Samut Prakan,สมุทรปราการ,10270,11,110115,1101,2
Thai Ban Mai,ท้ายบ้านใหม่,Mueang Samut Prakan,เมืองสมุทรปราการ,Samut Prakan,สมุทรปราการ,10280,11,110116,1101,2
Phraek Sa Mai,แพรกษาใหม่,Mueang Samut Prakan,เมืองสมุทรปราการ,Samut Prakan,สมุทรปราการ,10280,11,110117,1101,2
*Bang Poo,*บางปูเก่า,Mueang Samut Prakan,เมืองสมุทรปราการ,Samut Prakan,สมุทรปราการ,0,11,110194,1101,2
*Nai Klong Pla Kod,*ในคลองบางปลากด,Mueang Samut Prakan,เมืองสมุทรปราการ,Samut Prakan,สมุทรปราการ,0,11,110195,1101,2
*Pak Klong Pa Kod,*ปากคลองบางปลากด,Mueang Samut Prakan,เมืองสมุทรปราการ,Samut Prakan,สมุทรปราการ,0,11,110196,1101,2
*Laem Khapa,*แหลมฟ้าผ่า,Mueang Samut Prakan,เมืองสมุทรปราการ,Samut Prakan,สมุทรปราการ,0,11,110197,1101,2
*Ban Klong Suan,*บ้านคลองสวน,Mueang Samut Prakan,เมืองสมุทรปราการ,Samut Prakan,สมุทรปราการ,0,11,110198,1101,2
*Na Klua,*นาเกลือ,Mueang Samut Prakan,เมืองสมุทรปราการ,Samut Prakan,สมุทรปราการ,0,11,110199,1101,2
Bang Bo,บางบ่อ,Bang Bo,บางบ่อ,Samut Prakan,สมุทรปราการ,10560,11,110201,1102,2
Ban Rakat,บ้านระกาศ,Bang Bo,บางบ่อ,Samut Prakan,สมุทรปราการ,10560,11,110202,1102,2
Bang Phli Noi,บางพลีน้อย,Bang Bo,บางบ่อ,Samut Prakan,สมุทรปราการ,10560,11,110203,1102,2
Bang Phriang,บางเพรียง,Bang Bo,บางบ่อ,Samut Prakan,สมุทรปราการ,10560,11,110204,1102,2
Khlong Dan,คลองด่าน,Bang Bo,บางบ่อ,Samut Prakan,สมุทรปราการ,10550,11,110205,1102,2
Khlong Suan,คลองสวน,Bang Bo,บางบ่อ,Samut Prakan,สมุทรปราการ,10560,11,110206,1102,2
Preng,เปร็ง,Bang Bo,บางบ่อ,Samut Prakan,สมุทรปราการ,10560,11,110207,1102,2
Khlong Niyom Yattra,คลองนิยมยาตรา,Bang Bo,บางบ่อ,Samut Prakan,สมุทรปราการ,10560,11,110208,1102,2
Klong Niyom*,คลองนิยม*,Bang Bo,บางบ่อ,Samut Prakan,สมุทรปราการ,0,11,110209,1102,2
Bang Phli Yai,บางพลีใหญ่,Bang Phli,บางพลี,Samut Prakan,สมุทรปราการ,10540,11,110301,1103,2
Bang Kaeo,บางแก้ว,Bang Phli,บางพลี,Samut Prakan,สมุทรปราการ,10540,11,110302,1103,2
Bang Pla,บางปลา,Bang Phli,บางพลี,Samut Prakan,สมุทรปราการ,10540,11,110303,1103,2
Bang Chalong,บางโฉลง,Bang Phli,บางพลี,Samut Prakan,สมุทรปราการ,10540,11,110304,1103,2
*Bang Sao Thong,*บางเสาธง,Bang Phli,บางพลี,Samut Prakan,สมุทรปราการ,0,11,110305,1103,2
*Srisa Jorrakae Yai,*ศรีษะจรเข้ใหญ่,Bang Phli,บางพลี,Samut Prakan,สมุทรปราการ,0,11,110306,1103,2
*Srisa Jorrakae Noi,*ศรีษะจรเข้น้อย,Bang Phli,บางพลี,Samut Prakan,สมุทรปราการ,0,11,110307,1103,2
Racha Thewa,ราชาเทวะ,Bang Phli,บางพลี,Samut Prakan,สมุทรปราการ,10540,11,110308,1103,2
Nong Prue,หนองปรือ,Bang Phli,บางพลี,Samut Prakan,สมุทรปราการ,10540,11,110309,1103,2
Talat,ตลาด,Phra Pradaeng,พระประแดง,Samut Prakan,สมุทรปราการ,10130,11,110401,1104,2
Bang Phueng,บางพึ่ง,Phra Pradaeng,พระประแดง,Samut Prakan,สมุทรปราการ,10130,11,110402,1104,2
Bang Chak,บางจาก,Phra Pradaeng,พระประแดง,Samut Prakan,สมุทรปราการ,10130,11,110403,1104,2
Bang Khru,บางครุ,Phra Pradaeng,พระประแดง,Samut Prakan,สมุทรปราการ,10130,11,110404,1104,2
Bang Ya Phraek,บางหญ้าแพรก,Phra Pradaeng,พระประแดง,Samut Prakan,สมุทรปราการ,10130,11,110405,1104,2
Bang Hua Suea,บางหัวเสือ,Phra Pradaeng,พระประแดง,Samut Prakan,สมุทรปราการ,10130,11,110406,1104,2
Samrong Tai,สำโรงใต้,Phra Pradaeng,พระประแดง,Samut Prakan,สมุทรปราการ,10130,11,110407,1104,2
